id,identifier1_type_code,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier2_type_code,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,active,providedBy_reference_id,type_coding1_system,type_coding1_code,type_coding1_display,type_coding2_system,type_coding2_code,type_coding2_display,type_text,specialty_coding1_system,specialty_coding1_code,specialty_coding1_display,specialty_text,location_reference_id,name,telecom1_system,telecom1_value,telecom1_use,telecom2_system,telecom2_value,telecom2_use,,
publicacute-rosetta-public-hospital,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003623233373520,,,,,,true,rosetta-public-hospital,http://snomed.info/sct,2421000175108,Acute care inpatient service,,,,Public acute care Hospital,,,,,rosetta-public-hospital,Rosetta Public Hospital,phone,0355507448,work,email,info@rosettaph.example.net,,,
privateacute-robigana-private-hospital,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003628233373289,,,,,,true,robigana-private-hospital,http://snomed.info/sct,2421000175108,Acute care inpatient service,,,,Private acute care Hospital,,,,,robigana-private-hospital,Robigana Private Hospital,phone,0355502908,work,email,reception@robiganaph.example.com.au,,,
diagnosticimaging-blumont-radiology,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003629900040615,,,,,,true,blumont-radiology,http://snomed.info/sct,708175003,Diagnostic imaging service,,,,Diagnostic imaging service,http://snomed.info/sct,394914008,Radiology - speciality,Diagnostic Radiology,blumont-radiology,Blumont Radiology,phone,0355507694,work,email,reception@blumontradiology.example.net,,,
pathologylaboratory-verona-sands-pathology,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003624900039352,,,,,,true,verona-sands-pathology,http://snomed.info/sct,310074003,"	Pathology service",,,,Pathology laboratory service,,,,,verona-sands-pathology,Verona Sands Pathology,phone,0355506133,work,email,info@veronasandspathology.example.com.au,,,
pharmacyretail-launceston-pharmacy,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003624900039360,,,,,,true,launceston-pharmacy,http://snomed.info/sct,310080006,Pharmacy service,,,,"Pharmacy, retail, operation",,,,,launceston-pharmacy,Launceston Pharmacy,phone,0355504846,work,email,info@launcestonpharmacy.example.net,,,
generalmedical-southport-medical-practice,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003624900039386,,,,,,true,southport-medical-practice,http://snomed.info/sct,700232004,General medical service,,,,General medical practitioner service,,,,,southport-medical-practice,Southport Medical Practice,phone,0355508152,work,email,reception@southportmp.example.com.au,,,
publicacute-oxley-public-hospital,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003629900040631,,,,,,true,oxley-public-hospital,http://snomed.info/sct,2421000175108,Acute care inpatient service,,,,Public acute care Hospital,,,,,oxley-public-hospital,Oxley Public Hospital,phone,0255509324,work,email,info@oxleyph.example.com.au,,,
privateacute-monash-private-hospital,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003624900039394,,,,,,true,monash-private-hospital,http://snomed.info/sct,2421000175108,Acute care inpatient service,,,,Private acute care Hospital,,,,,monash-private-hospital,Monash Private Hospital,phone,0255504798,work,email,info@monashph.example.net,,,
diagnosticimaging-nicholls-radiology,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003628233373305,,,,,,true,nicholls-radiology,http://snomed.info/sct,708175003,Diagnostic imaging service,,,,Diagnostic imaging service,http://snomed.info/sct,394914008,Radiology - speciality,Diagnostic Radiology,nicholls-radiology,Nicholls Radiology,phone,0255501723,work,email,reception@nichollsradiology.example.com.au,,,
pathologylaboratory-calwell-pathology,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003624900039402,,,,,,true,calwell-pathology,http://snomed.info/sct,310074003,"	Pathology service",,,,Pathology laboratory service,,,,,calwell-pathology,Calwell Pathology,phone,0255509086,work,email,reception@calwellpathology.example.net,,,
pharmacyretail-ginninderra-pharmacy,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003623233373546,,,,,,true,ginninderra-pharmacy,http://snomed.info/sct,310080006,Pharmacy service,,,,"Pharmacy, retail, operation",,,,,ginninderra-pharmacy,Ginninderra Pharmacy,phone,0255508363,work,email,info@ginninderrapharmacy.example.com.au,,,
generalmedical-ngunnawal-medical-practice,NOI,,HPI-O,http://ns.electronichealth.net.au/id/hi/hpio/1.0,8003629900040649,,,,,,true,ngunnawal-medical-practice,http://snomed.info/sct,700232004,General medical service,,,,General medical practitioner service,,,,,ngunnawal-medical-practice,Ngunnawal Medical Practice,phone,0255500515,work,email,info@ngunnawalmp.example.net,,,
